,name,nalog_id,project_name,service,is_funded,msp,msk_inno,skolk_inno,nav_stat,inno_comp,start_up,B2B2C,B2G,B2C,B2B,NoneType,P2P,Энергетика,Спорт,HealthTech,Безопасность,Медиа и коммуникации,Недвижимость и строительство,Консалтинг,"ИТ, разработка ПО",Услуги для населения,HRTech,Промышленность и Индустрия 4.0,Космос,EdTech,Транспорт и логистика,Мода,Игры,Экология,FoodTech,Телекоммуникации,Развлечения,BioTech,Туризм,Маркетинг и реклама,FinTech,RetailTech и E-commerce,Страхование,Transport & Logistics,E-commerce,Consumer Goods & Services,SportTech,Business Software,SafetyTech,Travel,SpaceTech,RetailTech,LegalTech,FashionTech,IndustrialTech,Advertising & Marketing,Gaming,CleanTech,Healthcare,Entertainment,InsuranceTech,AgroTech,PropTech,Telecom,Мedia & Communication,Cybersecurity,Нейротехнологии,Беспилотники,Блокчейн,Компьютерное зрение,AR/VR,Зеленые технологии,Биометрия,3D моделирование,Новые и портативные источники энергии,Аддитивные технологии,Нанотехнологии,Биотехнологии,Искусственный интеллект и машинное обучение,Новые материалы,Робототехника,Интернет вещей,ЮЛ Малое,ЮЛ Среднее,ИП Микро,ИП Малое,ЮЛ Микро,"Технопарк ""Строгино""","Технопарк ""Физтехпарк""","Технопарк ""ИТЭЛМА""","Технопарк ""Курчатовский институт""","Технопарк ""Центр хайтек инноваций ""РИКОР""","Технопарк ""Нагатино""","Технопарк ""Радиофизика""","Технопарк ""Связь инжиниринг""","Технопарк ""Фотоника""","Технопарк ""Мосгормаш""","Технопарк ""Отрадное""","Технопарк ""НИИ Точных приборов""","Технопарк ""Водный стадион""","Технопарк ""ЦНИИТМАШ""","Технопарк ""МЗТА""","Технопарк ""Научный парк МГУ""","Технополис ""Москва""","Технопарк ""Сколково""","Технопарк ""НИИССУ""","Технопарк ""ВТИ""","Технопарк ""ЭЛМА""","Технопарк ""Полюс""","Технопарк ""Сапфир""","Технопарк ""Слава""",Наименование стартапа,ИНН,Стадия стартапа,Сфера стартапа,Технология,Пользователь,Частный фонд,"Частный фонд_сумма, долл",Государственный фонд,"Государственный фонд_сумма, долл",Акселератор,"Акселератор_сумма, долл",Корпоративный инвестор,"Корпоративный инвестор_сумма, долл",Корпоративный фонд,"Корпоративный фонд_сумма, долл"
73,"ОАО ""МТТ""",7705017253,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Межрегиональный ТранзитТелеком (МТТ)
M&A",7705017253,Расширение,Telecom,,B2B,None,0,None,0,None,0,МТС,0,None,0
74,"ООО ""ЭВОТОР""",9715225506,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Эвотор
Не выход, M&A",9715225506,Расширение,FinTech,,"B2B,B2B2C",None,0,None,0,None,0,Сбер,28356804.215171434,None,0
75,"ООО ""УРБАНИЭКО""",9701117860,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,УрбаниЭко,9701117860,Посевная,AgroTech,,"B2B,B2C",None,0,None,0,ФРИИ,37962,None,0,None,0
76,"АО ""ВИСТ ГРУПП""",7708779588,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ВИСТ Групп,7708779588,Раннийрост,IndustrialTech,"Искусственный интеллект и машинное обучение, BigData, Беспилотники",B2B,None,0,Российско-Казахстанский Фонд Нанотехнологий,7087724.7694717515,None,0,None,0,None,0
77,"ООО ""ГИТЛИН""",7719478102,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitLean,7719478102,Посевная,HRTech,,B2B,None,0,None,0,ФРИИ,39829,None,0,None,0
78,"ООО ЭКСПЕРТНО-АНАЛИТИЧЕСКОЕ ОБЪЕДИНЕНИЕ ""ПРОФ-ДИАЛОГ""",7704341063,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Проф-Диалог,7704341063,Посевная,HRTech,,B2B,None,0,None,0,ФРИИ,36273.69017432099,None,0,None,0
79,"ООО ""ГЕОСИВИ""",7729672194,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeoCV ,7729672194,Посевная,PropTech,"AR/VR, Искусственный интеллект и машинное обучение, 3D моделирование",В2В,"Starta Ventures, Emery Capital",1150000,None,0,None,0,None,0,None,0
80,"ООО ""КЕЙТЕРИ""",7743154821,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Catery,7743154821,Раннийрост,FoodTech,,B2B,None,0,None,0,None,0,Газпром-медиа,1000000,None,0
81,"ООО ""ГЕТШОПТВ""",7726346932,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GetShop.TV,7726346932,Посевная,Advertising&Marketing,,B2B,None,0,None,0,None,0,None,0,None,0
82,"ООО ""ЦИФРОВЫЕ СИСТЕМЫ""",7704854724,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hot-WiFi,7704854724,Посевная,Advertising&Marketing,BigData,B2B,ФРИИ,450000,None,0,None,0,None,0,None,0
83,"ООО ""ИНСТАМАРТ СЕРВИС""",9705118142,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,СберМаркет (ранее - Instamart) ,9705118142,Раннийрост,FoodTech,,B2C,None,0,None,0,None,0,Mail.Ru Group,777484.0615767377,None,0
84,"ООО ""СМАРТ РИТЕЙЛ""",7731324003,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Intelligence Retail,7731324003,Раннийрост,RetailTech,"Искусственный интеллект и машинное обучение, Компьютерное зрение, Интернет вещей",B2B,"FinSight Ventures (иностранный), ExpoCapital, Aii Сorporation (иностранный)",1500000,None,0,None,0,None,0,None,0
85,"ООО ""ЖИВОЙ САЙТ""",7725745476,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jivo
M&A",7725745476,nan,BusinessSoftware,,B2B,None,0,None,0,None,0,Сбер,н.д.,None,0
86,"ООО ""ЛОЯЛТИЛАБ""",7713461247,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LoyaltyLab,7713461247,Посевная,RetailTech,Искусственный интеллект и машинное обучение,B2B,None,0,Moscow Seed Fund,46890,None,0,None,0,None,0
87,"ООО ""ОНЛАЙН МАРКЕТ""",7731324814,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MixCart,7731324814,Раннийрост,BusinessSoftware,,B2B,None,0,None,0,None,0,None,0,None,0
88,"ООО ""НАВИГАЦИОННЫЕ РЕШЕНИЯ""",3525270838,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Navigine,3525270838,н.д.,PropTech,,B2B,None,0,None,0,None,0,Innovestor  (иностранный),450000,None,0
89,"ООО ""ЗЕППЕЛИН ПЭЙ""",9710039680,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pay-Z,9710039680,Посевная,RetailTech,,"B2B,B2C",ФРИИ,318631,None,0,None,0,None,0,None,0
90,КИВИ БАНК (АО),3123011520,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Совесть ,3123011520,nan,FinTech,,"B2B,B2C",None,0,None,0,None,0,Совкомбанк,н.д ,None,0
91,"ООО ""РАДИУС""",9705083740,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radius Wifi,9705083740,Посевная,Advertising&Marketing,,B2B,None,0,None,0,None,0,Mazaltgroup,603379.6154230726,None,0
92,"ООО ""БЭШ-ТУДЭЙ""",9705040880,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bash Today,9705040880,Посевная,PropTech,,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
93,"ООО ""БЕСТ-ПЛЕЙС""",9721019999,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,BestPlace,9721019999,Посевная,PropTech,"Искусственный интеллект и машинное обучение, BigData",B2B,None,0,Moscow Seed Fund,79539.43485640746,None,0,None,0,None,0
94,"ООО ""МАСТЕРС""",7709495155,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buildvisor,7709495155,Посевная,PropTech,,B2B,None,0,None,0,ФРИИ,44249,None,0,None,0
95,"ООО ""АЛЬФАОУПЕН""",7710876500,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alphaopen,7710876500,Расширение,PropTech,Интернет вещей,"B2B,B2G",None,0,VEB Ventures,1675421.8196627505,None,0,None,0,Orbita Capital,1675421.8196627505
96,"ООО ""ВИЖНЛАБС""",7701954054,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VisionLabs,7701954054,Расширение,BusinessSoftware,Компьютерное зрение,B2B,None,0,Российский фонд прямых инвестиций (РФПИ),н.д.,None,0,None,0,None,0
97,"ООО ""АЛЬПИНА ДИДЖИТАЛ""",7719841661,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpina Digital Не венчурная инвестиция, а стратегическое расширение компании",7719841661,Расширение,EdTech,,B2B,None,0,None,0,None,0,Альпина Холдинг,н.д.,None,0
98,"ООО ""ДОКДОК""",9710011437,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DocDoc,9710011437,Расширение,Healthcare,,B2C,Guard Capital,4000000,None,0,None,0,None,0,None,0
99,"ООО ""ДМО""",7725319742,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Доктис,7725319742,Расширение,Healthcare,,B2C,None,0,"РФПИ, Российско-японский инвестиционный фонд, ближневосточные фонды",3982889.5066793053,None,0,None,0,None,0
100,"ООО ""ГЕРО""",7718289021,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gero,7718289021,Посевная,Healthcare,Искусственный интеллект и машинное обучение,"В2B,B2G",Bulba Ventures,2200000,None,0,None,0,None,0,None,0
101,"ООО ""ЗДОРОВЬЕ ГОРОДА""",7802584829,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“Моё здоровье”,7802584829,н.д.,Healthcare,,B2C,None,0,None,0,None,0,None,0,None,0
102,"ООО ""УВЕОН""",9729237371,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Термидеск
Не экзит, просто M&A",9729237371,Раннийрост,BusinessSoftware,,B2B,None,0,None,0,None,0,ГК Astra Linux,н.д.,None,0
103,"ООО ""АУТОФАНАЛИТИКС""",7726429949,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foodcast,7726429949,Раннийрост,FoodTech,Искусственный интеллект и машинное обучение,B2B,"Ruvento.vc 
(иностранный)",225000,None,0,None,0,None,0,None,0
104,"OOO ""Басфор""",7705952996,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Busfor,7705952996,Раннийрост,Transport&Logistics,,B2C,Chernovetskyi Investment Group,1000000,None,0,None,0,None,0,None,0
105,"ООО ""Фиш Тревел""",9718097274,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fish.Travel,9718097274,Посевная,Travel,,B2C,None,0,None,0,ФРИИ,39829,None,0,None,0
106,"ООО ""Лоутрип""",1657238107,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lowtrip.ru,1657238107,Посевная,Travel,,B2C,None,0,None,0,None,0,None,0,None,0
107,"ООО ""ДАРЕНТА""",7714335277,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Darenta,7714335277,Посевная,Transport&Logistics,,P2P,None,0,None,0,None,0,None,0,None,0
108,"ООО ""Сюрпрайз Ми""",7816636266,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WeGoTrip,7816636266,nan,nan,,nan,None,0,None,0,None,0,None,0,None,0
109,"ООО ""Тревел Технологии""",7731340252,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travelata,7731340252,Раннийрост,Travel,,В2С,MCI Capital (иностр),5000000,None,0,None,0,None,0,None,0
110,"ООО ""Кемпинг Парк Владивосток""",2503036712,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jewelberry,2503036712,Раннийрост,Travel,,B2C,None,0,None,0,None,0,None,0,None,0
